ano,campeonato,cod_categoria,data_jogo,estadio,estadio_UF,estadio_municipio,hora_jogo,id_campeonato,id_url,num_jogo,publicado,resultado,rodada,time_mandante,time_mandante_UF,time_visitante,time_visitante_UF,url_boletim,url_rdj,url_sumula
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,,,,,1026,06/02/2022,1,docNaoPublicado,- x -,1,Grêmio,RS,Cruzeiro Esporte Clube,MG,,,
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,,,,,1026,06/02/2022,2,docNaoPublicado,- x -,1,Flamengo,RJ,A. A. Esmac,PA,,,
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,,,,,1026,06/02/2022,3,docNaoPublicado,- x -,1,Corinthians,SP,Palmeiras,SP,,,
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,,,,,1026,06/02/2022,4,docNaoPublicado,- x -,1,Internacional,RS,Real Brasília,DF,,,
10/12/2021,Liga de Desenvolvimento - Sub-16 Feminino,188,2021-12-10,CT do Sorocaba 1,SP,Sorocaba,14:00:00,1032,10/12/2021,9,sim,3 X 0  ,3,Internacional,RS,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/18810329b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/18810329rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/18810329se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-16 Feminino,188,2021-12-10,CT do Sorocaba 2,SP,Sorocaba,14:00:00,1032,10/12/2021,10,sim,1 X 2  ,3,Fluminense,RJ,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/188103210b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103210rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103210se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-16 Feminino,188,2021-12-10,CT do Sorocaba 1,SP,Sorocaba,16:00:00,1032,10/12/2021,11,sim,0 X 6  ,3,Chapecoense,SC,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/188103211b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103211rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103211se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-16 Feminino,188,2021-12-10,CT do Sorocaba 2,SP,Sorocaba,16:00:00,1032,10/12/2021,12,sim,0 X 2  ,3,Vasco da Gama,RJ,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/188103212b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103212rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/188103212se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-14 Feminino,187,2021-12-10,CT do Sorocaba 1,SP,Sorocaba,08:00:00,1032,10/12/2021,9,sim,3 X 0  ,3,A. D. Centro Olímpico,SP,Criciúma,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/18710329b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/18710329rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/18710329se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-14 Feminino,187,2021-12-10,CT do Sorocaba 2,SP,Sorocaba,08:00:00,1032,10/12/2021,10,sim,0 X 0  ,3,Grêmio,RS,Minas Brasilia,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/187103210b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103210rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103210se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-14 Feminino,187,2021-12-10,CT do Sorocaba 1,SP,Sorocaba,09:45:00,1032,10/12/2021,11,sim,2 X 0  ,3,Internacional,RS,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/187103211b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103211rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103211se.pdf"""
10/12/2021,Liga de Desenvolvimento - Sub-14 Feminino,187,2021-12-10,CT do Sorocaba 2,SP,Sorocaba,09:45:00,1032,10/12/2021,12,sim,2 X 0  ,3,Santos Fc,SP,Chapecoense,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/187103212b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103212rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/187103212se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 1,SP,Sorocaba,08:00:00,1016,16/07/2021,61,sim,0 X 2  ,6,Iranduba,AM,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101661b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101661rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101661se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 2,SP,Sorocaba,08:00:00,1016,16/07/2021,62,sim,1 X 2  ,6,Vitória,BA,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101662b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101662rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101662se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,16/07/2021,63,sim,4 X 2  ,6,Minas Brasilia,DF,Cuiabá Saf,MT,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101663b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101663rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101663se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,16/07/2021,64,sim,0 X 2  ,6,Flamengo,RJ,Fluminense,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101664b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101664rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101664se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 1,SP,Sorocaba,15:30:00,1016,16/07/2021,65,sim,3 X 3  ,6,Athletico Paranaense,PR,America,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101665b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101665rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101665se.pdf"""
16/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-16,CT do Sorocaba 2,SP,Sorocaba,15:30:00,1016,16/07/2021,66,sim,1 X 6  ,6,Sport,PE,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101666b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101666rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101666se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 1,SP,Sorocaba,08:00:00,1016,17/07/2021,67,sim,1 X 2  ,6,Esporte Clube Bahia,BA,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101667b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101667rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101667se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 2,SP,Sorocaba,08:00:00,1016,17/07/2021,68,sim,5 X 0  ,6,Fortaleza,CE,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101668b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101668rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101668se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,17/07/2021,69,sim,1 X 1  ,6,Audax,SP,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101669b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101669rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101669se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,17/07/2021,70,sim,0 X 2  ,6,Atlético Mineiro,MG,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101670b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101670rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101670se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 1,SP,Sorocaba,15:30:00,1016,17/07/2021,71,sim,0 X 2  ,6,Juventude,RS,Atlético,GO,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101671b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101671rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101671se.pdf"""
17/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-17,CT do Sorocaba 2,SP,Sorocaba,15:30:00,1016,17/07/2021,72,sim,0 X 2  ,6,Chapecoense,SC,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101672b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101672rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101672se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 1,SP,Sorocaba,08:30:00,1016,30/06/2021,13,sim,3 X 2  ,3,São Paulo,SP,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101613b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101613rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101613se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 2,SP,Sorocaba,08:30:00,1016,30/06/2021,14,sim,0 X 4  ,3,Avaí-kindermann,SC,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101614b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101614rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101614se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,30/06/2021,15,sim,3 X 1  ,3,Internacional,RS,Iranduba,AM,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101615b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101615rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101615se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,30/06/2021,16,sim,2 X 1  ,3,Grêmio,RS,Audax,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101616b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101616rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101616se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 1,SP,Sorocaba,15:00:00,1016,30/06/2021,17,sim,3 X 0  ,3,Minas Brasilia,DF,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101617b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101617rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101617se.pdf"""
30/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-30,CT do Sorocaba 2,SP,Sorocaba,15:00:00,1016,30/06/2021,18,sim,1 X 0  ,3,São José Ec,SP,Vitória,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101618b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101618rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101618se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Valerião,RO,Ariquemes,16:30:00,1016,18/06/2021,73,sim,2 X 0  ,5,Real Ariquemes,RO,Iranduba,AM,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101673b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101673rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101673se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Zerão,AP,Macapa,16:30:00,1016,18/06/2021,74,sim,0 X 5  ,5,Oratório,AP,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101674b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101674rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101674se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Florestão,AC,Rio Branco,19:00:00,1016,18/06/2021,75,sim,2 X 1  ,5,Assermurb,AC,São Raimundo,RR,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101675b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101675rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101675se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Albertão,PI,Teresina,16:30:00,1016,18/06/2021,76,sim,0 X 2  ,5,Tiradentes,PI,Itacoatiara Futebol Clube,AM,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101676b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101676rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101676se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Castelão,MA,Sao Luis,16:30:00,1016,18/06/2021,77,sim,4 X 2  ,5,Cefama,MA,Vitória,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101677b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101677rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101677se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Raimundão,CE,Caucaia,16:30:00,1016,18/06/2021,78,sim,3 X 0  ,5,Fortaleza,CE,Paraíso Esporte Clube,TO,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101678b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101678rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101678se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Adolfo Rollemberg,SE,Aracaju,15:00:00,1016,18/06/2021,79,sim,0 X 7  ,5,Santos Dumont,SE,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101679b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101679rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101679se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Arena das Dunas,RN,Natal,16:30:00,1016,18/06/2021,80,sim,2 X 0  ,5,América,RN,Náutico,PE,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101680b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101680rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101680se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Almeidão,PB,Joao Pessoa,16:30:00,1016,18/06/2021,81,sim,1 X 0  ,5,Botafogo,PB,Uda,AL,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101681b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101681rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101681se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,CT do Dragão,GO,Goiania,09:30:00,1016,18/06/2021,82,sim,1 X 3  ,5,Atlético,GO,Fluminense,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101682b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101682rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101682se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Kleber Andrade,ES,Cariacica,16:30:00,1016,18/06/2021,83,sim,0 X 5  ,5,Vila Nova F. C.,ES,Red Bull Bragantino,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101683b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101683rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101683se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,CT do Retrô,PE,Camaragibe,16:30:00,1016,18/06/2021,84,sim,1 X 2  ,5,Sport,PE,Criciúma,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101684b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101684rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101684se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Abrão Manoel da Costa,GO,Trindade,16:30:00,1016,18/06/2021,85,sim,3 X 2  ,5,Aliança,GO,Juventude Conquista,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101685b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101685rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101685se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Dito Souza,MT,Varzea Grande,16:30:00,1016,18/06/2021,86,sim,1 X 4  ,5,Mixto,MT,Cresspom,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101686b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101686rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101686se.pdf"""
17/06/2021,Brasileiro Feminino - A2,167,2021-06-17,SESC Alterosas,MG,Belo Horizonte,16:00:00,1016,17/06/2021,87,sim,2 X 0  ,5,Atlético Mineiro,MG,Serc,MS,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101687b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101687rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101687se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Castanheiras,RS,Farroupilha,16:30:00,1016,18/06/2021,88,sim,0 X 3  ,5,Brasil de Farroupilha,RS,Vasco da Gama,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101688b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101688rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101688se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,SESC Alterosas,MG,Belo Horizonte,16:30:00,1016,18/06/2021,89,sim,3 X 1  ,5,America,MG,Chapecoense,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101689b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101689rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101689se.pdf"""
18/06/2021,Brasileiro Feminino - A2,167,2021-06-18,Moisés Lucarelli,SP,Campinas,16:30:00,1016,18/06/2021,90,sim,0 X 5  ,5,Ponte Preta,SP,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101690b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101690rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101690se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Alfredão,SP,Bauru,15:00:00,1016,24/06/2021,113,sim,2 X 1  ,15,Ferroviária,SP,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016113b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016113rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016113se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Carlos Alberto Costa Neves,SC,Cacador,15:00:00,1016,24/06/2021,114,sim,1 X 1  ,15,Avaí-kindermann,SC,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016114b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016114rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016114se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Abadião,DF,Ceilândia,15:00:00,1016,24/06/2021,115,sim,2 X 3  ,15,Minas Brasilia,DF,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016115b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016115rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016115se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,CT Água Amarela,SC,Chapeco,15:00:00,1016,24/06/2021,116,sim,0 X 2  ,15,Associação Napoli Cacadorense,SC,São José Ec,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016116b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016116rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016116se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Jóia da Princesa,BA,Feira de Santana,15:00:00,1016,24/06/2021,117,sim,2 X 3  ,15,Esporte Clube Bahia,BA,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016117b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016117rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016117se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Serra do Lago,GO,Luziania,15:00:00,1016,24/06/2021,118,sim,1 X 0  ,15,Real Brasília,DF,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016118b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016118rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016118se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,CT Hélio Dourado,RS,Eldorado do Sul,15:00:00,1016,24/06/2021,119,sim,0 X 0  ,15,Grêmio,RS,Botafogo de Futebol E Regatas,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016119b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016119rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016119se.pdf"""
24/06/2021,Brasileiro Feminino - A1,166,2021-06-24,Vila Belmiro,SP,Santos,15:00:00,1016,24/06/2021,120,sim,1 X 2  ,15,Santos Fc,SP,Cruzeiro Esporte Clube,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/1661016120b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016120rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1661016120se.pdf"""
01/12/2021,Amistoso - Seleção Brasileira Feminina,67,2021-12-01,Arena da Amazônia,AM,Manaus,17:00:00,1000,01/12/2021,7,docNaoPublicado,- x -,6,Venezuela,,India,,,,
01/12/2021,Amistoso - Seleção Brasileira Feminina,67,2021-12-01,Arena da Amazônia,AM,Manaus,20:00:00,1000,01/12/2021,8,docNaoPublicado,- x -,6,Brasil,00,Chile,,,,
04/02/2022,Supercopa do Brasil - Feminino,55,2022-02-04,Estádio do Vale,RS,Novo Hamburgo,21:30:00,1026,04/02/2022,1,sim,2 X 0  ,1,Grêmio,RS,Cruzeiro Esporte Clube,MG,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510261b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510261rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510261se.pdf"""
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,Luso Brasileiro,RJ,Rio de Janeiro,10:30:00,1026,06/02/2022,2,sim,2 X 0  ,1,Flamengo,RJ,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510262b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510262rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510262se.pdf"""
06/02/2022,Supercopa do Brasil - Feminino,55,2022-02-06,Neo Química Arena,SP,Sao Paulo,10:30:00,1026,06/02/2022,3,sim,3 X 0  ,1,Corinthians,SP,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510263b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510263rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510263se.pdf"""
04/02/2022,Supercopa do Brasil - Feminino,55,2022-02-04,Beira-Rio,RS,Porto Alegre,19:00:00,1026,04/02/2022,4,sim,0 X 1  ,1,Internacional,RS,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510264b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510264rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510264se.pdf"""
09/02/2022,Supercopa do Brasil - Feminino,55,2022-02-09,Luso Brasileiro,RJ,Rio de Janeiro,15:30:00,1026,09/02/2022,5,sim,1 X 1  ,1,Flamengo,RJ,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510265b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510265rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510265se.pdf"""
09/02/2022,Supercopa do Brasil - Feminino,55,2022-02-09,Arena Barueri,SP,Barueri,18:00:00,1026,09/02/2022,6,sim,2 X 0  ,1,Corinthians,SP,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510266b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510266rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510266se.pdf"""
13/02/2022,Supercopa do Brasil - Feminino,55,2022-02-13,Neo Química Arena,SP,Sao Paulo,10:30:00,1026,13/02/2022,7,sim,1 X 0  ,1,Corinthians,SP,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/5510267b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510267rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/5510267se.pdf"""
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,08:30:00,1016,13/05/2022,61,sim,0 X 0  ,6,Avaí-kindermann,SC,Botafogo,PB,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101661b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101661rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101661se.pdf"""
13/05/2022,Brasileiro Feminino - Sub-20,56,2022-05-13,Gabriel Marques Silva,SP,Santana de Parnaiba,10:30:00,1016,13/05/2022,62,sim,2 X 0  ,6,Corinthians,SP,Juventude,RS,"href=""https://conteudo.cbf.com.br/sumulas/2022/56101662b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101662rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2022/56101662se.pdf"""
