ano,campeonato,cod_categoria,data_jogo,estadio,estadio_UF,estadio_municipio,hora_jogo,id_campeonato,id_url,num_jogo,publicado,resultado,rodada,time_mandante,time_mandante_UF,time_visitante,time_visitante_UF,url_boletim,url_rdj,url_sumula
30/04/2023,Brasileiro Feminino - A1,166,2023-04-30,Vila Belmiro,SP,Santos,15:00:00,1016,30/04/2023,67,sim,2 X 1  ,9,Santos Fc,SP,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101667b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101667rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101667se.pdf"""
30/04/2023,Brasileiro Feminino - A1,166,2023-04-30,Airton Ferreira da Silva,RS,Eldorado do Sul,15:00:00,1016,30/04/2023,68,sim,1 X 4  ,9,Grêmio,RS,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101668b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101668rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101668se.pdf"""
29/04/2023,Brasileiro Feminino - A1,166,2023-04-29,Estádio da Gávea,RJ,Rio de Janeiro,11:00:00,1016,29/04/2023,69,sim,2 X 0  ,9,Flamengo,RJ,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101669b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101669rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101669se.pdf"""
29/04/2023,Brasileiro Feminino - A1,166,2023-04-29,Allianz Parque,SP,Sao Paulo,11:00:00,1016,29/04/2023,70,sim,0 X 1  ,9,Palmeiras,SP,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101670b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101670rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101670se.pdf"""
30/04/2023,Brasileiro Feminino - A1,166,2023-04-30,Parque São Jorge,SP,Sao Paulo,11:00:00,1016,30/04/2023,71,sim,7 X 1  ,9,Corinthians,SP,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101671b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101671rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101671se.pdf"""
29/04/2023,Brasileiro Feminino - A1,166,2023-04-29,SESC Alterosas,MG,Belo Horizonte,16:00:00,1016,29/04/2023,72,sim,0 X 1  ,9,Atlético Mineiro,MG,Bahia,BA,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101672b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101672rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101672se.pdf"""
23/04/2023,Brasileiro Feminino - A1,166,2023-04-23,Carlos Alberto Costa Neves,SC,Cacador,15:00:00,1016,23/04/2023,57,sim,2 X 1  ,8,Avaí-kindermann,SC,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101657b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101657rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101657se.pdf"""
23/04/2023,Brasileiro Feminino - A1,166,2023-04-23,Fonte Luminosa,SP,Araraquara,16:00:00,1016,23/04/2023,58,sim,2 X 0  ,8,Ferroviária,SP,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101658b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101658rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101658se.pdf"""
23/04/2023,Brasileiro Feminino - A1,166,2023-04-23,Defelê ,DF,Brasilia,15:00:00,1016,23/04/2023,59,sim,2 x 0  ,8,Real Brasília,DF,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101659b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101659rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101659se.pdf"""
22/04/2023,Brasileiro Feminino - A1,166,2023-04-22,Da Gávea,RJ,Rio de Janeiro,11:00:00,1016,22/04/2023,60,sim,1 X 0  ,8,Flamengo,RJ,Bahia,BA,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101660b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101660rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101660se.pdf"""
23/04/2023,Brasileiro Feminino - A1,166,2023-04-23,Marcelo Portugal,SP,Cotia,11:00:00,1016,23/04/2023,61,sim,0 X 1  ,8,São Paulo,SP,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101661b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101661rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101661se.pdf"""
23/04/2023,Brasileiro Feminino - A1,166,2023-04-23,Arena Barueri,SP,Barueri,18:00:00,1016,23/04/2023,62,sim,3 X 1  ,8,Palmeiras,SP,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101662b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101662rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101662se.pdf"""
24/04/2023,Brasileiro Feminino - A1,166,2023-04-24,Cristo Rei,RS,Sao Leopoldo,17:30:00,1016,24/04/2023,63,sim,2 X 0  ,8,Internacional,RS,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101663b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101663rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101663se.pdf"""
21/04/2023,Brasileiro Feminino - A1,166,2023-04-21,SESC Alterosas,MG,Belo Horizonte,19:00:00,1016,21/04/2023,64,sim,3 X 0  ,8,Cruzeiro Saf,MG,Real Ariquemes,RO,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101664b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101664rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101664se.pdf"""
16/04/2023,Brasileiro Feminino - A1,166,2023-04-16,Pituaçu,BA,Salvador,18:00:00,1016,16/04/2023,49,sim,2 X 1  ,7,Bahia,BA,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101649b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101649rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101649se.pdf"""
15/04/2023,Brasileiro Feminino - A1,166,2023-04-15,Valerião,RO,Ariquemes,16:30:00,1016,15/04/2023,50,sim,2 X 3  ,7,Real Ariquemes,RO,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101650b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101650rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101650se.pdf"""
14/04/2023,Brasileiro Feminino - A1,166,2023-04-14,CAT do Cajú,PR,Curitiba,15:00:00,1016,14/04/2023,51,sim,1 X 4  ,7,Athletico Paranaense,PR,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101651b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101651rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101651se.pdf"""
16/04/2023,Brasileiro Feminino - A1,166,2023-04-16,Cidade Vozão,CE,Itaitinga,10:00:00,1016,16/04/2023,52,sim,0 X 7  ,7,Ceará,CE,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101652b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101652rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101652se.pdf"""
16/04/2023,Brasileiro Feminino - A1,166,2023-04-16,Vila Belmiro,SP,Santos,11:00:00,1016,16/04/2023,53,sim,4 X 0  ,7,Santos Fc,SP,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101653b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101653rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101653se.pdf"""
17/04/2023,Brasileiro Feminino - A1,166,2023-04-17,Airton Ferreira da Silva,RS,Eldorado do Sul,16:15:00,1016,17/04/2023,54,sim,0 X 1  ,7,Grêmio,RS,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101654b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101654rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101654se.pdf"""
17/04/2023,Brasileiro Feminino - A1,166,2023-04-17,Parque São Jorge,SP,Sao Paulo,18:30:00,1016,17/04/2023,55,sim,3 X 2  ,7,Corinthians,SP,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101655b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101655rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101655se.pdf"""
14/04/2023,Brasileiro Feminino - A1,166,2023-04-14,Castor Cifuentes,MG,Nova Lima,19:00:00,1016,14/04/2023,56,sim,1 X 0  ,7,Atlético Mineiro,MG,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101656b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101656rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101656se.pdf"""
01/04/2023,Brasileiro Feminino - A1,166,2023-04-01,Airton Ferreira da Silva,RS,Eldorado do Sul,11:00:00,1016,01/04/2023,41,sim,1 X 0  ,6,Grêmio,RS,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101641b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101641rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101641se.pdf"""
02/04/2023,Brasileiro Feminino - A1,166,2023-04-02,Fonte Luminosa,SP,Araraquara,16:00:00,1016,02/04/2023,42,sim,3 X 0  ,6,Ferroviária,SP,Bahia,BA,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101642b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101642rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101642se.pdf"""
02/04/2023,Brasileiro Feminino - A1,166,2023-04-02,Defelê ,DF,Brasilia,15:00:00,1016,02/04/2023,43,sim,0 X 0  ,6,Real Brasília,DF,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101643b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101643rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101643se.pdf"""
31/03/2023,Brasileiro Feminino - A1,166,2023-03-31,Luso Brasileiro,RJ,Rio de Janeiro,18:45:00,1016,31/03/2023,44,sim,1 X 0  ,6,Flamengo,RJ,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101644b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101644rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101644se.pdf"""
03/04/2023,Brasileiro Feminino - A1,166,2023-04-03,Marcelo Portugal,SP,Cotia,15:00:00,1016,03/04/2023,45,sim,7 X 0  ,6,São Paulo,SP,Real Ariquemes,RO,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101645b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101645rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101645se.pdf"""
01/04/2023,Brasileiro Feminino - A1,166,2023-04-01,Allianz Parque,SP,Sao Paulo,16:00:00,1016,01/04/2023,46,sim,11 X 0 ,6,Palmeiras,SP,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101646b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101646rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101646se.pdf"""
01/04/2023,Brasileiro Feminino - A1,166,2023-04-01,Morada dos Quero-queros,RS,Alvorada,11:00:00,1016,01/04/2023,47,sim,3 X 2  ,6,Internacional,RS,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101647b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101647rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101647se.pdf"""
02/04/2023,Brasileiro Feminino - A1,166,2023-04-02,Arena do Jacaré,MG,Sete Lagoas,20:30:00,1016,02/04/2023,48,sim,2 X 3  ,6,Cruzeiro Saf,MG,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101648b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101648rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101648se.pdf"""
25/03/2023,Brasileiro Feminino - A1,166,2023-03-25,Pituaçu,BA,Salvador,18:00:00,1016,25/03/2023,33,sim,3 X 2  ,5,Bahia,BA,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101633b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101633rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101633se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Valerião,RO,Ariquemes,16:30:00,1016,26/03/2023,34,sim,0 X 8  ,5,Real Ariquemes,RO,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101634b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101634rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101634se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Presidente Vargas,CE,Fortaleza,15:00:00,1016,26/03/2023,35,sim,0 X 6  ,5,Ceará,CE,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101635b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101635rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101635se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Carlos Alberto Costa Neves,SC,Cacador,15:00:00,1016,26/03/2023,36,sim,1 X 2  ,5,Avaí-kindermann,SC,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101636b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101636rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101636se.pdf"""
27/03/2023,Brasileiro Feminino - A1,166,2023-03-27,Vila Belmiro,SP,Santos,20:00:00,1016,27/03/2023,37,sim,1 X 1  ,5,Santos Fc,SP,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101637b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101637rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101637se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Morada dos Quero-queros,RS,Alvorada,11:00:00,1016,26/03/2023,38,sim,1 X 0  ,5,Internacional,RS,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101638b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101638rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101638se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Francisco Filho,SP,Mogi das Cruzes,18:00:00,1016,26/03/2023,39,sim,1 X 0  ,5,Corinthians,SP,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101639b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101639rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101639se.pdf"""
26/03/2023,Brasileiro Feminino - A1,166,2023-03-26,Arena Vera Cruz,MG,Betim,15:00:00,1016,26/03/2023,40,sim,1 X 0  ,5,Atlético Mineiro,MG,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101640b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101640rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101640se.pdf"""
18/03/2023,Brasileiro Feminino - A1,166,2023-03-18,CAT do Cajú,PR,Curitiba,15:00:00,1016,18/03/2023,25,sim,4 X 1  ,4,Athletico Paranaense,PR,Real Ariquemes,RO,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101625b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101625rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101625se.pdf"""
18/03/2023,Brasileiro Feminino - A1,166,2023-03-18,Airton Ferreira da Silva,RS,Eldorado do Sul,15:00:00,1016,18/03/2023,26,sim,3 X 0  ,4,Grêmio,RS,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101626b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101626rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101626se.pdf"""
20/03/2023,Brasileiro Feminino - A1,166,2023-03-20,Fonte Luminosa,SP,Araraquara,20:00:00,1016,20/03/2023,27,sim,1 X 4  ,4,Ferroviária,SP,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101627b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101627rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101627se.pdf"""
19/03/2023,Brasileiro Feminino - A1,166,2023-03-19,Defelê ,DF,Brasilia,15:00:00,1016,19/03/2023,28,sim,0 X 4  ,4,Real Brasília,DF,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101628b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101628rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101628se.pdf"""
17/03/2023,Brasileiro Feminino - A1,166,2023-03-17,Luso Brasileiro,RJ,Rio de Janeiro,20:00:00,1016,17/03/2023,29,sim,1 X 0  ,4,Flamengo,RJ,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101629b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101629rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101629se.pdf"""
19/03/2023,Brasileiro Feminino - A1,166,2023-03-19,Marcelo Portugal,SP,Cotia,16:00:00,1016,19/03/2023,30,sim,1 X 1  ,4,São Paulo,SP,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101630b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101630rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101630se.pdf"""
17/03/2023,Brasileiro Feminino - A1,166,2023-03-17,Allianz Parque,SP,Sao Paulo,20:00:00,1016,17/03/2023,31,sim,3 X 0  ,4,Palmeiras,SP,Bahia,BA,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101631b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101631rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101631se.pdf"""
19/03/2023,Brasileiro Feminino - A1,166,2023-03-19,Arena do Jacaré,MG,Sete Lagoas,17:00:00,1016,19/03/2023,32,sim,3 X 1  ,4,Cruzeiro Saf,MG,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101632b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101632rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101632se.pdf"""
11/03/2023,Brasileiro Feminino - A1,166,2023-03-11,Pituaçu,BA,Salvador,18:30:00,1016,11/03/2023,17,sim,10 X 0 ,3,Bahia,BA,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101617b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101617rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101617se.pdf"""
12/03/2023,Brasileiro Feminino - A1,166,2023-03-12,Aluizio Ferreira,RO,Porto Velho,16:30:00,1016,12/03/2023,18,sim,0 X 2  ,3,Real Ariquemes,RO,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101618b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101618rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101618se.pdf"""
12/03/2023,Brasileiro Feminino - A1,166,2023-03-12,Carlos Alberto Costa Neves,SC,Cacador,15:00:00,1016,12/03/2023,19,sim,2 X 2  ,3,Avaí-kindermann,SC,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101619b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101619rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101619se.pdf"""
12/03/2023,Brasileiro Feminino - A1,166,2023-03-12,Vila Belmiro,SP,Santos,11:00:00,1016,12/03/2023,20,sim,0 X 1  ,3,Santos Fc,SP,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101620b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101620rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101620se.pdf"""
12/03/2023,Brasileiro Feminino - A1,166,2023-03-12,Marcelo Portugal,SP,Cotia,19:00:00,1016,12/03/2023,21,sim,2 X 2  ,3,São Paulo,SP,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101621b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101621rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101621se.pdf"""
11/03/2023,Brasileiro Feminino - A1,166,2023-03-11,Morada dos Quero-queros,RS,Alvorada,11:00:00,1016,11/03/2023,22,sim,2 X 0  ,3,Internacional,RS,Real Brasília,DF,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101622b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101622rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101622se.pdf"""
13/03/2023,Brasileiro Feminino - A1,166,2023-03-13,Canindé,SP,Sao Paulo,20:00:00,1016,13/03/2023,23,sim,4 X 0  ,3,Corinthians,SP,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101623b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101623rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101623se.pdf"""
12/03/2023,Brasileiro Feminino - A1,166,2023-03-12,Arena Vera Cruz,MG,Betim,15:00:00,1016,12/03/2023,24,sim,2 X 1  ,3,Atlético Mineiro,MG,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101624b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101624rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101624se.pdf"""
04/03/2023,Brasileiro Feminino - A1,166,2023-03-04,Pituaçu,BA,Salvador,15:00:00,1016,04/03/2023,9,sim,2 X 3  ,2,Bahia,BA,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/16610169b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/16610169rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/16610169se.pdf"""
04/03/2023,Brasileiro Feminino - A1,166,2023-03-04,Valerião,RO,Ariquemes,16:30:00,1016,04/03/2023,10,sim,0 X 6  ,2,Real Ariquemes,RO,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101610b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101610rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101610se.pdf"""
04/03/2023,Brasileiro Feminino - A1,166,2023-03-04,CAT do Cajú,PR,Curitiba,15:00:00,1016,04/03/2023,11,sim,1 X 1  ,2,Athletico Paranaense,PR,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101611b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101611rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101611se.pdf"""
04/03/2023,Brasileiro Feminino - A1,166,2023-03-04,Presidente Vargas,CE,Fortaleza,10:00:00,1016,04/03/2023,12,sim,0 X 2  ,2,Ceará,CE,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101612b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101612rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101612se.pdf"""
06/03/2023,Brasileiro Feminino - A1,166,2023-03-06,Airton Ferreira da Silva,RS,Eldorado do Sul,20:00:00,1016,06/03/2023,13,sim,2 X 1  ,2,Grêmio,RS,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101613b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101613rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101613se.pdf"""
04/03/2023,Brasileiro Feminino - A1,166,2023-03-04,Fonte Luminosa,SP,Araraquara,16:00:00,1016,04/03/2023,14,sim,2 X 1  ,2,Ferroviária,SP,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101614b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101614rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101614se.pdf"""
05/03/2023,Brasileiro Feminino - A1,166,2023-03-05,Defelê ,DF,Brasilia,15:00:00,1016,05/03/2023,15,sim,0 X 3  ,2,Real Brasília,DF,Palmeiras,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101615b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101615rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101615se.pdf"""
05/03/2023,Brasileiro Feminino - A1,166,2023-03-05,Luso Brasileiro,RJ,Rio de Janeiro,20:00:00,1016,05/03/2023,16,sim,3 X 0  ,2,Flamengo,RJ,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2023/166101616b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101616rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/166101616se.pdf"""
26/06/2023,Brasileiro Feminino - A1,166,2023-06-26,Parque São Jorge,SP,Sao Paulo,18:30:00,1016,26/06/2023,125,sim,4 X 2  ,2,Corinthians,SP,Cruzeiro Saf,MG,"href=""https://conteudo.cbf.com.br/sumulas/2023/1661016125b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016125rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016125se.pdf"""
25/06/2023,Brasileiro Feminino - A1,166,2023-06-25,Allianz Parque,SP,Sao Paulo,10:00:00,1016,25/06/2023,126,sim,1 X 3  ,2,Palmeiras,SP,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2023/1661016126b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016126rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016126se.pdf"""
25/06/2023,Brasileiro Feminino - A1,166,2023-06-25,Fonte Luminosa,SP,Araraquara,10:00:00,1016,25/06/2023,127,sim,3 X 0  ,2,Ferroviária,SP,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2023/1661016127b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016127rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2023/1661016127se.pdf"""
